grant_key	principal	principal_kind	record_kind	object_kind	object_schema	object_identity	privilege_or_attribute	expected_effective	actual_effective	actual_direct	grantor	is_grantable	effective_via	default_acl_owner	default_acl_schema	test_id	replay_match	status
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_assessment|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_assessment	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_assessment|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_assessment	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_assessment|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_assessment	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_assessment|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_assessment	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_rights_observation|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_rights_observation	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_takedown|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_takedown	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event_visual_bridge_review|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event_visual_bridge_review	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|decision_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	decision_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|raw_hash_inventory|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	raw_hash_inventory	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|release_history_inventory|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	release_history_inventory	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_cas_attempt|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_cas_attempt	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_release_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_release_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_seal_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_seal_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|research_validation_receipt_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	research_validation_receipt_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|review_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	review_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|role_grant_inventory|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	VIEW	audit	role_grant_inventory	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|TRUNCATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	TRUNCATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|sidecar_event|UPDATE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	sidecar_event	UPDATE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|verification_receipt_event|DELETE	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	verification_receipt_event	DELETE	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|verification_receipt_event|INSERT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	verification_receipt_event	INSERT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|verification_receipt_event|REFERENCES	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	verification_receipt_event	REFERENCES	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|verification_receipt_event|SELECT	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	verification_receipt_event	SELECT	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
PUBLIC|RELATION_PRIVILEGE|audit|verification_receipt_event|TRIGGER	PUBLIC	PUBLIC	RELATION_PRIVILEGE	TABLE	audit	verification_receipt_event	TRIGGER	false	false	false	\N	\N	DIRECT	\N	\N	P2A-SEC-ROLE-MATRIX	true	PASS
