cluster_key,priority_rank,packet_layer,recommended_first_action,blocking_issue,safe_for_sandbox_packet_trial,packet_scale,packet_readiness,packet_confidence,packet_relation_lane,region,theme,source_family,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,text_deficit_count,minimum_text_pages,editorial_page_requirement,cover_main_requirement,normal_main_policy,folder_directory_mode,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,low,macro_cluster_needs_split,Global / transnational,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,673,673,42,355,250,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Global / transnational|Modern typography and layout|Wikimedia Commons|1905-1909,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Modern typography and layout,Wikimedia Commons,1905-1909,1905-1909,global_host_requires_scope_review,16,16,5,8,3,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=8; card_candidates=3; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Travel and transport poster culture|Wikimedia Commons|1940-1944,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Travel and transport poster culture,Wikimedia Commons,1940-1944,1943-1944,global_host_requires_scope_review,15,15,11,3,1,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=3; card_candidates=1; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|World War and public-information graphics|Wikimedia Commons|1965-1969,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,medium,packet_parentage_review,Global / transnational,World War and public-information graphics,Wikimedia Commons,1965-1969,1965-1969,global_host_requires_scope_review,15,15,8,6,1,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=6; card_candidates=1; scope=global_host_requires_scope_review; lane=packet_parentage_review
Global / transnational|Modern typography and layout|Wikimedia Commons|1865-1869,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Modern typography and layout,Wikimedia Commons,1865-1869,1865-1869,global_host_requires_scope_review,13,13,11,2,0,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=2; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|2015-2019,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,large,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Modern typography and layout,Wikimedia Commons,2015-2019,2015-2019,global_host_requires_scope_review,13,13,2,11,0,0,0,15,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=large; sub_candidates=11; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|1880-1884,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Modern typography and layout,Wikimedia Commons,1880-1884,1880-1883,global_host_requires_scope_review,11,11,3,6,2,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=6; card_candidates=2; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Travel and transport poster culture|Wikimedia Commons|1970-1974,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Travel and transport poster culture,Wikimedia Commons,1970-1974,1970-1974,global_host_requires_scope_review,10,10,4,4,2,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=4; card_candidates=2; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Palestine / transnational|World War and public-information graphics|Wikimedia Commons|1940-1944,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Palestine / transnational,World War and public-information graphics,Wikimedia Commons,1940-1944,1940-1941,global_host_requires_scope_review,10,10,7,3,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=3; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Cuba / transnational|Modern typography and layout|Wikimedia Commons|1850-1854,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Cuba / transnational,Modern typography and layout,Wikimedia Commons,1850-1854,1850-1854,global_host_requires_scope_review,9,9,1,8,0,0,0,5,mandatory_editorial_page,cover_main_required,single_normal_main_expected,packet_tree_directory,scale=medium; sub_candidates=8; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|1870-1874,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Modern typography and layout,Wikimedia Commons,1870-1874,1870-1873,global_host_requires_scope_review,9,9,4,2,3,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=2; card_candidates=3; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Corporate identity and design systems|Wikimedia Commons|1935-1939,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Corporate identity and design systems,Wikimedia Commons,1935-1939,1935-1938,global_host_requires_scope_review,8,8,2,6,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=6; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Travel and transport poster culture|Wikimedia Commons|1975-1979,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,medium,packet_parentage_review,Global / transnational,Travel and transport poster culture,Wikimedia Commons,1975-1979,1976-1976,global_host_requires_scope_review,8,8,0,8,0,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=8; card_candidates=0; scope=global_host_requires_scope_review; lane=packet_parentage_review
Palestine / transnational|Modern typography and layout|Wikimedia Commons|1930-1934,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Palestine / transnational,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1934,global_host_requires_scope_review,8,8,2,5,1,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=5; card_candidates=1; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Cuba / transnational|Modern typography and layout|Wikimedia Commons|1965-1969,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,medium,card_context_cluster,Cuba / transnational,Modern typography and layout,Wikimedia Commons,1965-1969,1966-1969,global_host_requires_scope_review,7,7,0,0,7,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=7; scope=global_host_requires_scope_review; lane=card_context_cluster
Global / transnational|World War and public-information graphics|Wikimedia Commons|1900-1904,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,medium,packet_parentage_review,Global / transnational,World War and public-information graphics,Wikimedia Commons,1900-1904,1900-1903,global_host_requires_scope_review,7,7,1,1,5,0,0,5,mandatory_editorial_page,cover_main_required,single_normal_main_expected,packet_tree_directory,scale=medium; sub_candidates=1; card_candidates=5; scope=global_host_requires_scope_review; lane=packet_parentage_review
Palestine / transnational|Modern typography and layout|Wikimedia Commons|1935-1939,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Palestine / transnational,Modern typography and layout,Wikimedia Commons,1935-1939,1935-1938,global_host_requires_scope_review,7,7,2,5,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=5; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Midcentury modern graphic communication|Internet Archive|2015-2019,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Midcentury modern graphic communication,Internet Archive,2015-2019,2016-2016,global_host_requires_scope_review,6,6,6,0,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Midcentury modern graphic communication|Internet Archive|2020-2024,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Midcentury modern graphic communication,Internet Archive,2020-2024,2020-2024,global_host_requires_scope_review,6,6,3,3,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=3; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|World War and public-information graphics|Internet Archive|2010-2014,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,medium,packet_parentage_review,Global / transnational,World War and public-information graphics,Internet Archive,2010-2014,2011-2011,global_host_requires_scope_review,6,6,0,6,0,0,0,5,mandatory_editorial_page,cover_main_required,normal_main_anchor_selection_needed,packet_tree_directory,scale=medium; sub_candidates=6; card_candidates=0; scope=global_host_requires_scope_review; lane=packet_parentage_review
Palestine / transnational|Modern typography and layout|Wikimedia Commons|1920-1924,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Palestine / transnational,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1921,global_host_requires_scope_review,6,6,6,0,0,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Palestine / transnational|Modern typography and layout|Wikimedia Commons|1940-1944,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,high,strong_packet_candidate,Palestine / transnational,Modern typography and layout,Wikimedia Commons,1940-1944,1940-1940,global_host_requires_scope_review,6,6,5,0,1,0,0,5,mandatory_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=1; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Midcentury modern graphic communication|Internet Archive|2010-2014,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,small,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Midcentury modern graphic communication,Internet Archive,2010-2014,2012-2014,global_host_requires_scope_review,5,5,3,2,0,0,0,2,recommended_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=small; sub_candidates=2; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|2000-2004,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,medium,scope_review_before_packet,medium,card_context_cluster,Global / transnational,Modern typography and layout,Wikimedia Commons,2000-2004,2000-2004,global_host_requires_scope_review,6,5,1,0,4,0,0,5,mandatory_editorial_page,cover_main_required,single_normal_main_expected,packet_tree_directory,scale=medium; sub_candidates=0; card_candidates=4; scope=global_host_requires_scope_review; lane=card_context_cluster
Global / transnational|Travel and transport poster culture|Wikimedia Commons|1945-1949,10,phase_0_scope_review,resolve_global_or_macro_scope_before_packet_shape,global_or_macro_scope_unresolved,false,small,scope_review_before_packet,high,strong_packet_candidate,Global / transnational,Travel and transport poster culture,Wikimedia Commons,1945-1949,1947-1949,global_host_requires_scope_review,5,5,3,2,0,0,0,2,recommended_editorial_page,cover_main_required,multiple_normal_mains_allowed_under_cover,packet_tree_directory,scale=small; sub_candidates=2; card_candidates=0; scope=global_host_requires_scope_review; lane=strong_packet_candidate
